"strategy","wins","draws","losses","score","points"
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 0, 20, 0, 20, 0, 20, 0, 20",14550,2377,14168,15738.5,0
"20, 20, 20, 20, 0, 20, 0, 0, 0",14651,2174,14270,15738,0
"20, 20, 20, 20, 0, 20, 0, 0, 0",14651,2174,14270,15738,0
"15, 1, 30, 1, 1, 15, 21, 15, 1",14950,1574,14571,15737,0
"11, 2, 20, 1, 22, 10, 20, 10, 4",14650,2162,14283,15731,0
"20, 17, 15, 13, 11, 9, 7, 5, 3",15038,1381,14676,15728.5,0
"1, 11, 15, 8, 11, 17, 10, 15, 12",14560,2332,14203,15726,0
"4, 16, 16, 9, 16, 9, 16, 4, 10",15260,926,14909,15723,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"0, 0, 0, 0, 20, 20, 20, 20, 20",14549,2346,14200,15722,0
"12, 16, 7, 1, 22, 13, 1, 1, 27",15095,1253,14747,15721.5,0
"20, 20, 10, 15, 10, 15, 3, 3, 4",14827,1788,14480,15721,0
"20, 0, 20, 0, 20, 0, 0, 20, 20",14580,2278,14237,15719,0
"20, 0, 20, 0, 20, 0, 0, 20, 20",14580,2278,14237,15719,0
"8, 16, 9, 16, 2, 16, 9, 16, 8",15327,782,14986,15718,0
"15, 15, 20, 14, 10, 5, 8, 3, 10",14956,1510,14629,15711,0
"0, 22, 4, 22, 4, 22, 4, 22, 0",15296,822,14977,15707,0
"5, 2, 9, 23, 9, 14, 17, 13, 8",15319,773,15003,15705.5,0
"12, 12, 11, 11, 11, 12, 12, 9, 10",14294,2822,13979,15705,0
"1, 23, 2, 23, 2, 23, 2, 23, 1",15070,1267,14758,15703.5,0
"10, 15, 15, 15, 15, 10, 10, 5, 5",14789,1829,14477,15703.5,0
"20, 0, 20, 0, 20, 0, 20, 20, 0",14560,2286,14249,15703,0
"1, 5, 10, 15, 20, 20, 15, 9, 5",14750,1905,14440,15702.5,0
"0, 20, 0, 0, 20, 20, 20, 0, 20",14512,2378,14205,15701,0
"0, 0, 20, 0, 20, 20, 20, 0, 20",14481,2438,14176,15700,0
"26, 13, 11, 11, 3, 2, 11, 11, 12",14249,2897,13949,15697.5,0
"13, 11, 9, 11, 16, 13, 8, 7, 12",14768,1857,14470,15696.5,0
"2, 2, 2, 9, 10, 15, 20, 20, 20",14768,1851,14476,15693.5,0
"0, 20, 20, 0, 20, 0, 20, 20, 0",14536,2313,14246,15692.5,0
"2, 11, 11, 16, 21, 26, 1, 11, 1",14318,2739,14038,15687.5,0
"4, 10, 16, 17, 13, 14, 8, 8, 10",15114,1142,14839,15685,0
"15, 5, 20, 15, 8, 18, 8, 9, 2",15088,1192,14815,15684,0
"11, 14, 13, 12, 9, 24, 2, 6, 9",15039,1287,14769,15682.5,0
"13, 11, 11, 11, 11, 1, 11, 20, 11",13844,3677,13574,15682.5,0
"5, 5, 15, 15, 10, 10, 10, 15, 15",14798,1766,14531,15681,0
"12, 12, 12, 12, 20, 8, 8, 8, 8",14944,1473,14678,15680.5,0
"0, 0, 20, 0, 20, 20, 0, 20, 20",14511,2339,14245,15680.5,0
"0, 0, 20, 0, 20, 20, 0, 20, 20",14511,2339,14245,15680.5,0
"1, 2, 23, 2, 23, 2, 1, 23, 23",15107,1145,14843,15679.5,0
"10, 1, 19, 5, 15, 2, 18, 10, 20",14833,1692,14570,15679,0
"11, 11, 11, 11, 21, 11, 11, 11, 2",13581,4196,13318,15679,0
"12, 11, 11, 12, 11, 9, 12, 11, 11",14014,3327,13754,15677.5,0
"20, 15, 18, 17, 10, 0, 20, 0, 0",14796,1760,14539,15676,0
"0, 20, 0, 20, 20, 0, 20, 0, 20",14475,2399,14221,15674.5,0
"0, 20, 0, 20, 20, 0, 20, 0, 20",14475,2399,14221,15674.5,0
"15, 7, 20, 8, 11, 4, 13, 10, 12",14856,1636,14603,15674,0
"10, 0, 0, 18, 18, 18, 18, 18, 0",15020,1297,14778,15668.5,0
"4, 5, 18, 13, 28, 2, 10, 4, 16",15153,1030,14912,15668,0
"7, 9, 12, 10, 13, 13, 9, 15, 12",14996,1343,14756,15667.5,0
"0, 20, 0, 20, 20, 19, 0, 20, 1",14561,2211,14323,15666.5,0
"20, 0, 0, 20, 20, 0, 0, 20, 20",14529,2273,14293,15665.5,0
"0, 0, 22, 22, 22, 22, 12, 0, 0",14981,1369,14745,15665.5,0
"8, 8, 17, 17, 8, 0, 17, 17, 8",15320,690,15085,15665,0
"20, 20, 20, 0, 20, 0, 0, 20, 0",14553,2219,14323,15662.5,0
"0, 20, 20, 0, 20, 20, 0, 0, 20",14474,2371,14250,15659.5,0
"0, 20, 20, 0, 20, 20, 0, 0, 20",14474,2371,14250,15659.5,0
"11, 9, 11, 12, 11, 11, 12, 11, 12",13977,3359,13759,15656.5,0
"0, 20, 0, 20, 20, 0, 0, 20, 20",14505,2300,14290,15655,0
"20, 20, 0, 0, 20, 20, 20, 0, 0",14509,2292,14294,15655,0
"20, 0, 20, 0, 20, 20, 20, 0, 0",14478,2352,14265,15654,0
"15, 15, 25, 0, 15, 0, 25, 0, 5",15000,1307,14788,15653.5,0
"2, 21, 2, 31, 2, 21, 2, 17, 2",14974,1359,14762,15653.5,0
"15, 20, 20, 9, 5, 9, 2, 5, 15",14989,1328,14778,15653,0
"1, 1, 8, 10, 12, 14, 16, 18, 20",14718,1867,14510,15651.5,0
"10, 10, 2, 5, 5, 5, 21, 21, 21",14993,1315,14787,15650.5,0
"20, 0, 20, 0, 5, 5, 20, 10, 20",14645,2010,14440,15650,0
"10, 15, 5, 15, 2, 10, 3, 15, 25",14890,1516,14689,15648,0
"1, 5, 19, 19, 20, 20, 10, 5, 1",14617,2059,14419,15646.5,0
"10, 12, 8, 14, 7, 16, 9, 13, 11",14952,1387,14756,15645.5,0
"20, 0, 20, 20, 20, 0, 0, 0, 20",14461,2365,14269,15643.5,0
"6, 9, 11, 16, 14, 13, 12, 10, 9",14852,1582,14661,15643,0
"8, 10, 11, 15, 9, 14, 12, 13, 8",14818,1648,14629,15642,0
"21, 2, 2, 8, 22, 2, 12, 8, 23",15148,988,14959,15642,0
"15, 9, 7, 11, 12, 20, 13, 7, 6",14818,1647,14630,15641.5,0
"15, 5, 5, 10, 15, 10, 20, 5, 15",14773,1735,14587,15640.5,0
"0, 0, 20, 20, 20, 0, 20, 20, 0",14454,2368,14273,15638,0
"15, 10, 15, 10, 5, 10, 15, 5, 15",14717,1840,14538,15637,0
"20, 20, 0, 0, 20, 20, 0, 20, 0",14539,2193,14363,15635.5,0
"11, 7, 15, 26, 2, 21, 3, 5, 10",14849,1571,14675,15634.5,0
"10, 11, 12, 12, 10, 11, 12, 12, 10",14221,2823,14051,15632.5,0
"2, 18, 2, 18, 6, 25, 2, 25, 2",15100,1065,14930,15632.5,0
"10, 11, 12, 12, 10, 12, 12, 11, 10",14199,2863,14033,15630.5,0
"20, 20, 0, 20, 20, 0, 20, 0, 0",14472,2313,14310,15628.5,0
"20, 20, 30, 15, 3, 3, 3, 3, 3",14940,1376,14779,15628,0
"8, 4, 5, 10, 10, 13, 14, 20, 16",14975,1306,14814,15628,0
"1, 1, 23, 22, 21, 20, 10, 1, 1",14679,1892,14524,15625,0
"2, 27, 2, 10, 2, 16, 17, 22, 2",14901,1448,14746,15625,0
"11, 11, 21, 11, 11, 11, 2, 11, 11",13707,3834,13554,15624,0
"0, 20, 20, 0, 20, 20, 0, 20, 0",14484,2280,14331,15624,0
"2, 15, 2, 25, 2, 25, 2, 25, 2",14986,1275,14834,15623.5,0
"11, 11, 10, 21, 11, 12, 13, 0, 11",14116,3013,13966,15622.5,0
"11, 11, 11, 11, 9, 12, 11, 11, 13",13764,3716,13615,15622,0
"22, 22, 22, 23, 7, 1, 1, 1, 1",15028,1180,14887,15618,0
"23, 0, 22, 21, 0, 12, 0, 22, 0",14934,1368,14793,15618,0
"0, 20, 20, 20, 20, 0, 20, 0, 0",14417,2400,14278,15617,0
"20, 0, 0, 20, 20, 20, 0, 0, 20",14447,2339,14309,15616.5,0
"20, 20, 20, 0, 20, 20, 0, 0, 0",14471,2285,14339,15613.5,0
"0, 0, 0, 20, 20, 20, 20, 20, 0",14440,2342,14313,15611,0
"0, 0, 0, 20, 20, 20, 20, 20, 0",14440,2342,14313,15611,0
"20, 0, 20, 20, 20, 0, 0, 20, 0",14471,2274,14350,15608,0
"20, 0, 20, 20, 20, 0, 0, 20, 0",14471,2274,14350,15608,0
"16, 18, 10, 23, 0, 14, 0, 11, 8",14827,1561,14707,15607.5,0
"15, 19, 17, 17, 17, 7, 8, 0, 0",15085,1010,15000,15590,0
"0, 0, 20, 20, 20, 20, 20, 0, 0",14372,2434,14289,15589,0
"0, 0, 20, 20, 20, 20, 20, 0, 0",14372,2434,14289,15589,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 20, 20, 20, 20, 0, 0, 0, 0",14434,2306,14355,15587,0
"20, 5, 5, 12, 2, 10, 10, 21, 15",14710,1753,14632,15586.5,0
"5, 10, 5, 20, 20, 20, 5, 10, 5",14625,1921,14549,15585.5,0
"6, 6, 6, 20, 20, 20, 6, 10, 6",14899,1371,14825,15584.5,0
"6, 17, 21, 2, 27, 3, 8, 5, 11",15025,1118,14952,15584,0
"20, 5, 15, 5, 20, 9, 5, 1, 20",14681,1803,14611,15582.5,0
"1, 2, 17, 19, 18, 3, 10, 20, 10",14714,1737,14644,15582.5,0
"11, 11, 11, 12, 10, 12, 11, 11, 11",13593,3974,13528,15580,0
"5, 10, 5, 10, 15, 10, 15, 15, 15",14692,1775,14628,15579.5,0
"18, 10, 2, 1, 19, 1, 20, 8, 21",14854,1447,14794,15577.5,0
"1, 10, 20, 15, 5, 9, 15, 10, 15",14660,1829,14606,15574.5,0
"7, 3, 14, 13, 27, 7, 0, 18, 11",14989,1171,14935,15574.5,0
"5, 6, 14, 10, 18, 9, 17, 7, 14",15128,891,15076,15573.5,0
"11, 12, 11, 12, 10, 11, 11, 11, 11",13630,3886,13579,15573,0
"9, 14, 4, 16, 25, 9, 4, 12, 7",15216,711,15168,15571.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"0, 20, 0, 20, 20, 20, 0, 20, 0",14433,2275,14387,15570.5,0
"12, 2, 20, 10, 4, 2, 18, 5, 27",14830,1477,14788,15568.5,0
"10, 11, 12, 11, 12, 13, 12, 9, 10",14214,2703,14178,15565.5,0
"7, 11, 7, 11, 3, 13, 10, 15, 23",14606,1918,14571,15565,0
"1, 1, 15, 15, 8, 20, 20, 10, 10",14524,2082,14489,15565,0
"11, 11, 11, 11, 10, 11, 12, 11, 12",13556,4017,13522,15564.5,0
"21, 1, 20, 1, 25, 1, 20, 1, 10",14612,1905,14578,15564.5,0
"10, 14, 10, 15, 0, 16, 15, 10, 10",14606,1917,14572,15564.5,0
"15, 10, 10, 20, 20, 20, 2, 2, 1",14387,2348,14360,15561,0
"25, 23, 21, 0, 0, 0, 0, 19, 12",14901,1319,14875,15560.5,0
"10, 15, 11, 11, 13, 13, 11, 8, 8",14325,2470,14300,15560,0
"2, 2, 10, 2, 2, 15, 20, 20, 27",14686,1748,14661,15560,0
"19, 18, 0, 17, 10, 0, 17, 19, 0",14952,1214,14929,15559,0
"11, 11, 11, 23, 0, 11, 11, 11, 11",13546,4012,13537,15552,0
"0, 20, 20, 20, 20, 20, 0, 0, 0",14365,2367,14363,15548.5,0
"0, 20, 20, 20, 20, 20, 0, 0, 0",14365,2367,14363,15548.5,0
"14, 8, 14, 16, 10, 12, 9, 6, 11",14853,1382,14860,15544,0
"2, 24, 2, 24, 2, 23, 2, 11, 10",14717,1651,14727,15542.5,0
"9, 13, 9, 13, 12, 13, 9, 13, 9",15024,1036,15035,15542,0
"1, 23, 1, 23, 4, 23, 1, 23, 1",14910,1256,14929,15538,0
"0, 0, 22, 9, 21, 21, 3, 2, 22",14958,1155,14982,15535.5,0
"3, 3, 3, 25, 21, 25, 10, 5, 5",14993,1081,15021,15533.5,0
"11, 12, 11, 12, 10, 10, 11, 11, 12",13804,3459,13832,15533.5,0
"1, 4, 2, 8, 8, 14, 23, 17, 23",15108,849,15138,15532.5,0
"15, 25, 15, 20, 10, 5, 5, 4, 1",14789,1485,14821,15531.5,0
"8, 5, 12, 9, 14, 11, 8, 16, 17",14913,1230,14952,15528,0
"2, 2, 2, 20, 20, 30, 20, 2, 2",14510,2034,14551,15527,0
"11, 11, 11, 11, 0, 23, 11, 11, 11",13514,4026,13555,15527,0
"12, 11, 11, 11, 10, 11, 11, 11, 12",13496,4059,13540,15525.5,0
"12, 11, 11, 11, 10, 11, 11, 11, 12",13496,4059,13540,15525.5,0
"5, 5, 10, 20, 20, 20, 10, 5, 5",14538,1972,14585,15524,0
"10, 11, 11, 11, 11, 11, 18, 15, 2",13839,3369,13887,15523.5,0
"10, 11, 11, 12, 12, 12, 11, 11, 10",13670,3697,13728,15518.5,0
"3, 9, 9, 12, 11, 21, 11, 11, 13",14416,2205,14474,15518.5,0
"6, 1, 11, 11, 5, 12, 17, 11, 26",14301,2435,14359,15518.5,0
"10, 10, 12, 10, 10, 12, 12, 12, 12",14326,2382,14387,15517,0
"10, 10, 12, 10, 10, 12, 12, 12, 12",14326,2382,14387,15517,0
"5, 20, 5, 20, 10, 5, 20, 5, 10",14631,1759,14705,15510.5,0
"2, 30, 2, 20, 2, 20, 2, 20, 2",14616,1787,14692,15509.5,0
"10, 15, 15, 10, 0, 10, 15, 15, 10",14472,2061,14562,15502.5,0
"11, 11, 11, 12, 12, 11, 11, 11, 10",13409,4187,13499,15502.5,0
"8, 15, 8, 15, 8, 15, 8, 15, 8",15072,858,15165,15501,0
"20, 18, 16, 12, 10, 8, 7, 6, 3",14919,1164,15012,15501,0
"10, 10, 10, 12, 10, 12, 12, 12, 12",14306,2388,14401,15500,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"9, 8, 6, 17, 7, 14, 11, 11, 17",14761,1477,14857,15499.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",13309,4381,13405,15499.5,0
"11, 12, 10, 12, 10, 12, 10, 12, 11",14102,2792,14201,15498,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",13335,4325,13435,15497.5,0
"12, 11, 12, 11, 10, 11, 10, 11, 12",13778,3437,13880,15496.5,0
"15, 0, 10, 10, 12, 15, 13, 10, 15",14420,2152,14523,15496,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",13296,4397,13402,15494.5,0
"11, 11, 5, 26, 8, 0, 12, 16, 11",14373,2241,14481,15493.5,0
"10, 10, 15, 12, 15, 15, 3, 10, 10",14478,2030,14587,15493,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
"11, 11, 11, 11, 11, 12, 11, 11, 11",13274,4437,13384,15492.5,0
