"strategy","wins","draws","losses","score","points"
"15, 5, 15, 8, 15, 7, 15, 5, 15",15665,1166,14264,16248,0
"21, 17, 14, 14, 14, 10, 5, 3, 2",15627,1242,14226,16248,0
"16, 1, 20, 1, 20, 20, 1, 1, 20",15137,2221,13737,16247.5,0
"12, 13, 14, 15, 15, 10, 11, 8, 2",15258,1979,13858,16247.5,0
"1, 20, 20, 20, 20, 1, 1, 1, 16",15077,2339,13679,16246.5,0
"8, 4, 19, 4, 1, 17, 11, 18, 18",15629,1234,14232,16246,0
"1, 19, 19, 20, 1, 19, 1, 2, 18",15471,1550,14074,16246,0
"15, 15, 15, 15, 15, 15, 10, 0, 0",15331,1830,13934,16246,0
"15, 15, 15, 15, 15, 10, 15, 0, 0",15336,1820,13939,16246,0
"1, 20, 2, 20, 20, 20, 1, 15, 1",15070,2350,13675,16245,0
"20, 4, 20, 4, 20, 4, 4, 20, 4",15494,1499,14102,16243.5,0
"20, 20, 20, 13, 13, 13, 0, 0, 1",15279,1919,13897,16238.5,0
"13, 0, 13, 16, 11, 11, 13, 9, 14",15344,1785,13966,16236.5,0
"2, 21, 23, 2, 23, 2, 23, 2, 2",15658,1156,14281,16236,0
"15, 20, 15, 15, 20, 15, 0, 0, 0",15213,2044,13838,16235,0
"2, 22, 2, 23, 2, 23, 2, 22, 2",15653,1163,14279,16234.5,0
"1, 1, 21, 21, 12, 21, 1, 21, 1",15256,1957,13882,16234.5,0
"20, 1, 20, 1, 20, 15, 21, 1, 1",15121,2227,13747,16234.5,0
"2, 22, 2, 23, 2, 23, 2, 22, 2",15653,1163,14279,16234.5,0
"2, 22, 2, 23, 2, 23, 2, 22, 2",15653,1163,14279,16234.5,0
"2, 5, 24, 13, 22, 18, 6, 4, 6",15852,762,14481,16233,0
"1, 5, 21, 5, 21, 5, 21, 1, 20",15454,1558,14083,16233,0
"1, 1, 20, 20, 20, 1, 16, 20, 1",15042,2382,13671,16233,0
"2, 23, 2, 23, 2, 22, 2, 22, 2",15653,1157,14285,16231.5,0
"6, 6, 18, 16, 6, 18, 6, 6, 18",15959,545,14591,16231.5,0
"20, 20, 15, 15, 15, 0, 0, 0, 15",15289,1879,13927,16228.5,0
"2, 23, 2, 22, 2, 23, 2, 22, 2",15655,1147,14293,16228.5,0
"15, 19, 16, 17, 0, 10, 2, 19, 2",15489,1475,14131,16226.5,0
"2, 22, 2, 24, 2, 22, 2, 22, 2",15652,1149,14294,16226.5,0
"1, 1, 1, 19, 21, 20, 1, 18, 18",15409,1630,14056,16224,0
"11, 11, 11, 11, 0, 11, 15, 15, 15",14513,3421,13161,16223.5,0
"2, 22, 2, 22, 2, 22, 2, 24, 2",15648,1150,14297,16223,0
"0, 0, 0, 15, 15, 16, 17, 18, 19",15495,1455,14145,16222.5,0
"20, 1, 20, 1, 20, 1, 16, 1, 20",15081,2282,13732,16222,0
"3, 21, 6, 21, 11, 3, 21, 3, 11",15396,1651,14048,16221.5,0
"25, 14, 14, 14, 13, 5, 5, 5, 5",15767,908,14420,16221,0
"21, 1, 18, 16, 21, 1, 1, 0, 21",15500,1442,14153,16221,0
"1, 1, 16, 20, 20, 20, 20, 1, 1",14989,2461,13645,16219.5,0
"5, 11, 12, 13, 15, 11, 11, 11, 11",14576,3286,13233,16219,0
"20, 1, 16, 1, 20, 1, 20, 1, 20",15068,2300,13727,16218,0
"2, 22, 2, 2, 2, 22, 24, 22, 2",15663,1108,14324,16217,0
"1, 1, 2, 1, 21, 21, 11, 21, 21",15258,1916,13921,16216,0
"11, 11, 11, 16, 11, 1, 16, 12, 11",14602,3226,13267,16215,0
"8, 21, 7, 11, 13, 21, 13, 3, 3",15522,1385,14188,16214.5,0
"20, 1, 20, 1, 20, 1, 1, 20, 16",15127,2171,13797,16212.5,0
"1, 1, 1, 1, 16, 20, 20, 20, 20",15140,2143,13812,16211.5,0
"1, 1, 1, 1, 16, 20, 20, 20, 20",15140,2143,13812,16211.5,0
"1, 1, 1, 20, 20, 20, 1, 20, 16",15086,2249,13760,16210.5,0
"1, 16, 1, 20, 20, 20, 1, 20, 1",15060,2297,13738,16208.5,0
"1, 19, 19, 1, 1, 1, 19, 19, 20",15402,1605,14088,16204.5,0
"12, 22, 6, 6, 12, 22, 2, 6, 12",15578,1253,14264,16204.5,0
"17, 8, 14, 7, 15, 6, 16, 4, 13",15856,696,14543,16204,0
"1, 1, 19, 1, 1, 19, 19, 19, 20",15387,1632,14076,16203,0
"20, 1, 20, 1, 20, 20, 1, 1, 16",15087,2232,13776,16203,0
"15, 4, 15, 4, 28, 2, 15, 2, 15",15625,1156,14314,16203,0
"1, 1, 19, 1, 1, 19, 19, 19, 20",15387,1632,14076,16203,0
"1, 2, 22, 22, 22, 2, 22, 6, 1",15616,1171,14308,16201.5,0
"7, 8, 14, 13, 7, 13, 14, 10, 14",15734,935,14426,16201.5,0
"21, 1, 21, 1, 20, 2, 11, 2, 21",15197,2008,13890,16201,0
"11, 18, 8, 20, 6, 15, 2, 17, 3",15479,1443,14173,16200.5,0
"5, 10, 15, 17, 6, 17, 15, 10, 5",15531,1331,14233,16196.5,0
"21, 21, 21, 21, 12, 1, 1, 1, 1",15259,1874,13962,16196,0
"21, 21, 21, 21, 12, 1, 1, 1, 1",15259,1874,13962,16196,0
"5, 20, 20, 5, 20, 5, 20, 4, 1",15245,1902,13948,16196,0
"21, 21, 21, 21, 12, 1, 1, 1, 1",15259,1874,13962,16196,0
"21, 21, 21, 21, 12, 1, 1, 1, 1",15259,1874,13962,16196,0
"22, 3, 2, 3, 2, 22, 2, 22, 22",15768,854,14473,16195,0
"4, 15, 8, 19, 5, 4, 11, 19, 15",15540,1310,14245,16195,0
"20, 5, 20, 5, 1, 5, 20, 4, 20",15349,1692,14054,16195,0
"20, 1, 20, 1, 16, 1, 20, 1, 20",15111,2166,13818,16194,0
"3, 12, 12, 12, 31, 12, 3, 12, 3",15374,1640,14081,16194,0
"20, 1, 20, 1, 16, 1, 20, 1, 20",15111,2166,13818,16194,0
"20, 1, 20, 1, 16, 1, 20, 1, 20",15111,2166,13818,16194,0
"19, 19, 19, 1, 1, 1, 1, 18, 21",15564,1259,14272,16193.5,0
"11, 3, 2, 21, 11, 3, 18, 20, 11",15085,2215,13795,16192.5,0
"15, 12, 18, 23, 17, 15, 0, 0, 0",15480,1416,14199,16188,0
"1, 21, 1, 21, 12, 21, 1, 21, 1",15227,1922,13946,16188,0
"16, 1, 20, 1, 25, 1, 20, 1, 15",15300,1774,14021,16187,0
"2, 22, 2, 23, 22, 2, 2, 23, 2",15620,1134,14341,16187,0
"1, 1, 13, 20, 20, 20, 4, 20, 1",15072,2226,13797,16185,0
"2, 12, 10, 6, 15, 15, 15, 15, 10",15318,1734,14043,16185,0
"20, 21, 2, 21, 1, 2, 11, 11, 11",14878,2610,13607,16183,0
"18, 4, 6, 9, 4, 20, 12, 12, 15",15591,1182,14322,16182,0
"1, 19, 20, 1, 1, 19, 19, 1, 19",15376,1609,14110,16180.5,0
"20, 4, 4, 4, 20, 20, 4, 20, 4",15441,1476,14178,16179,0
"6, 2, 16, 11, 16, 10, 11, 12, 16",15061,2236,13798,16179,0
"21, 3, 21, 3, 0, 3, 22, 3, 24",15704,943,14448,16175.5,0
"1, 0, 21, 18, 0, 21, 0, 18, 21",15460,1429,14206,16174.5,0
"0, 17, 20, 0, 20, 15, 7, 15, 6",15372,1604,14119,16174,0
"11, 11, 5, 21, 21, 21, 5, 4, 1",15164,2016,13915,16172,0
"9, 6, 22, 2, 15, 12, 0, 16, 18",15648,1045,14402,16170.5,0
"1, 20, 20, 16, 20, 20, 1, 1, 1",14958,2422,13715,16169,0
"20, 1, 19, 19, 2, 1, 1, 18, 19",15417,1501,14177,16167.5,0
"0, 15, 15, 3, 13, 15, 10, 11, 18",15187,1959,13949,16166.5,0
"2, 23, 2, 2, 23, 2, 22, 2, 22",15677,977,14441,16165.5,0
"1, 1, 1, 20, 20, 20, 18, 1, 18",15099,2131,13865,16164.5,0
"1, 19, 19, 19, 1, 2, 19, 19, 1",15443,1441,14211,16163.5,0
"6, 15, 11, 20, 17, 9, 13, 4, 5",15426,1468,14201,16160,0
"21, 0, 21, 0, 13, 3, 21, 0, 21",15522,1272,14301,16158,0
"5, 10, 15, 10, 11, 13, 12, 12, 12",15035,2243,13817,16156.5,0
"7, 17, 6, 17, 7, 17, 6, 17, 6",15921,466,14708,16154,0
"2, 3, 4, 11, 16, 11, 21, 21, 11",15015,2277,13803,16153.5,0
"1, 1, 1, 19, 1, 19, 20, 19, 19",15353,1599,14143,16152.5,0
"1, 19, 19, 19, 1, 1, 20, 19, 1",15295,1709,14091,16149.5,0
"3, 8, 17, 19, 0, 6, 14, 11, 22",15505,1287,14303,16148.5,0
"2, 10, 14, 14, 8, 14, 14, 10, 14",15478,1340,14277,16148,0
"16, 11, 9, 15, 0, 12, 14, 10, 13",15222,1852,14021,16148,0
"1, 1, 19, 19, 1, 19, 19, 1, 20",15283,1729,14083,16147.5,0
"1, 2, 13, 1, 1, 23, 13, 23, 23",15500,1294,14301,16147,0
"22, 17, 4, 2, 16, 2, 18, 0, 19",15682,926,14487,16145,0
"10, 12, 13, 5, 25, 12, 12, 5, 6",15399,1492,14204,16145,0
"7, 14, 7, 14, 7, 14, 9, 14, 14",15857,575,14663,16144.5,0
"20, 20, 1, 1, 20, 20, 1, 16, 1",15037,2213,13845,16143.5,0
"12, 11, 13, 7, 11, 12, 11, 11, 12",14644,2996,13455,16142,0
"1, 18, 1, 1, 20, 1, 20, 19, 19",15214,1851,14030,16139.5,0
"11, 11, 15, 16, 11, 6, 6, 11, 13",14895,2489,13711,16139.5,0
"20, 1, 1, 1, 20, 18, 20, 1, 18",15128,2018,13949,16137,0
"20, 1, 17, 1, 20, 1, 19, 1, 20",15094,2086,13915,16137,0
"1, 20, 19, 19, 1, 1, 19, 19, 1",15291,1691,14113,16136.5,0
"1, 21, 21, 18, 18, 18, 1, 1, 1",15337,1598,14160,16136,0
"1, 1, 18, 20, 20, 20, 18, 1, 1",15012,2247,13836,16135.5,0
"0, 20, 0, 15, 20, 15, 5, 20, 5",15166,1939,13990,16135.5,0
"1, 1, 1, 1, 17, 19, 20, 20, 20",15162,1946,13987,16135,0
"20, 4, 4, 4, 20, 4, 20, 4, 20",15372,1522,14201,16133,0
"11, 2, 2, 2, 11, 20, 21, 20, 11",14911,2439,13745,16130.5,0
"18, 20, 19, 19, 1, 1, 1, 1, 20",15267,1727,14101,16130.5,0
"0, 0, 0, 0, 21, 21, 21, 16, 21",15419,1419,14257,16128.5,0
"0, 11, 11, 14, 0, 18, 18, 17, 11",14889,2474,13732,16126,0
"10, 19, 0, 15, 20, 15, 5, 15, 1",15178,1890,14027,16123,0
"12, 12, 12, 10, 8, 10, 12, 12, 12",15077,2092,13926,16123,0
"18, 20, 18, 21, 18, 1, 2, 1, 1",15318,1607,14170,16121.5,0
"1, 2, 16, 18, 26, 18, 16, 2, 1",15416,1408,14271,16120,0
"1, 19, 19, 19, 2, 19, 19, 1, 1",15337,1566,14192,16120,0
"8, 11, 11, 12, 12, 12, 12, 11, 11",14442,3355,13298,16119.5,0
"19, 1, 19, 1, 1, 1, 19, 20, 19",15395,1448,14252,16119,0
"1, 19, 1, 19, 1, 19, 20, 19, 1",15286,1666,14143,16119,0
"19, 1, 1, 1, 1, 19, 19, 19, 20",15386,1465,14244,16118.5,0
"1, 6, 14, 16, 26, 16, 14, 6, 1",15515,1205,14375,16117.5,0
"1, 19, 1, 19, 1, 19, 2, 19, 19",15446,1340,14309,16116,0
"1, 19, 1, 19, 1, 19, 2, 19, 19",15446,1340,14309,16116,0
"1, 20, 1, 20, 16, 20, 1, 1, 20",15018,2195,13882,16115.5,0
"1, 1, 19, 19, 1, 19, 19, 20, 1",15262,1705,14128,16114.5,0
"2, 2, 20, 23, 2, 24, 2, 23, 2",15406,1416,14273,16114,0
"4, 24, 4, 4, 16, 4, 11, 19, 14",15570,1081,14444,16110.5,0
"6, 16, 11, 11, 21, 16, 6, 6, 7",15293,1634,14168,16110,0
"21, 0, 15, 21, 0, 21, 0, 21, 1",15315,1589,14191,16109.5,0
"8, 11, 11, 11, 11, 12, 12, 12, 12",14528,3163,13404,16109.5,0
"2, 22, 2, 2, 2, 24, 2, 22, 22",15596,1026,14473,16109,0
"14, 1, 10, 17, 1, 10, 16, 14, 17",15386,1422,14287,16097,0
"13, 8, 12, 15, 7, 15, 14, 8, 8",15628,938,14529,16097,0
"19, 1, 19, 20, 1, 1, 19, 19, 1",15304,1585,14206,16096.5,0
"5, 8, 25, 15, 15, 16, 14, 1, 1",15422,1348,14325,16096,0
"1, 14, 14, 3, 23, 2, 2, 26, 15",15522,1147,14426,16095.5,0
"1, 17, 7, 18, 6, 17, 12, 10, 12",15395,1400,14300,16095,0
"19, 19, 1, 1, 2, 19, 19, 1, 19",15461,1266,14368,16094,0
"2, 1, 1, 1, 19, 19, 19, 19, 19",15424,1336,14335,16092,0
"1, 18, 1, 19, 21, 19, 1, 19, 1",15333,1517,14245,16091.5,0
"1, 1, 1, 11, 11, 21, 21, 12, 21",14962,2258,13875,16091,0
"20, 5, 20, 5, 0, 5, 20, 5, 20",15190,1800,14105,16090,0
"20, 5, 20, 5, 0, 5, 20, 5, 20",15190,1800,14105,16090,0
"20, 5, 20, 5, 0, 5, 20, 5, 20",15190,1800,14105,16090,0
"20, 20, 15, 15, 15, 15, 0, 0, 0",15139,1902,14054,16090,0
"20, 5, 20, 5, 0, 5, 20, 5, 20",15190,1800,14105,16090,0
"20, 20, 16, 20, 20, 1, 1, 1, 1",14925,2328,13842,16089,0
"19, 1, 1, 1, 1, 19, 19, 20, 19",15386,1405,14304,16088.5,0
"19, 19, 1, 1, 1, 19, 19, 1, 20",15340,1496,14259,16088,0
"1, 1, 21, 18, 19, 1, 1, 20, 18",15283,1609,14203,16087.5,0
"1, 19, 19, 19, 2, 19, 1, 19, 1",15335,1504,14256,16087,0
"22, 2, 23, 2, 2, 22, 2, 23, 2",15559,1054,14482,16086,0
"1, 19, 1, 19, 1, 19, 19, 20, 1",15268,1635,14192,16085.5,0
"1, 19, 1, 19, 1, 19, 19, 20, 1",15268,1635,14192,16085.5,0
"1, 19, 1, 19, 1, 19, 1, 19, 20",15287,1597,14211,16085.5,0
"15, 0, 25, 20, 15, 1, 4, 5, 15",15359,1451,14285,16084.5,0
"13, 2, 21, 16, 19, 10, 6, 11, 2",15204,1760,14131,16084,0
"2, 21, 21, 2, 27, 21, 2, 2, 2",15400,1366,14329,16083,0
"1, 20, 1, 20, 16, 20, 1, 20, 1",14997,2171,13927,16082.5,0
"15, 17, 19, 14, 15, 9, 7, 2, 2",15535,1095,14465,16082.5,0
"0, 21, 21, 21, 21, 2, 2, 10, 2",15269,1625,14201,16081.5,0
"18, 1, 1, 20, 20, 20, 18, 1, 1",15036,2089,13970,16080.5,0
"20, 10, 1, 16, 20, 15, 16, 1, 1",15004,2152,13939,16080,0
"5, 4, 4, 13, 4, 31, 13, 13, 13",15678,802,14615,16079,0
"21, 1, 11, 12, 21, 1, 1, 11, 21",14896,2364,13835,16078,0
"2, 1, 9, 1, 20, 12, 20, 20, 15",15032,2091,13972,16077.5,0
"16, 3, 11, 4, 9, 17, 16, 16, 8",15476,1203,14416,16077.5,0
"0, 0, 21, 21, 0, 16, 21, 21, 0",15310,1532,14253,16076,0
"20, 1, 20, 20, 16, 1, 1, 20, 1",15000,2150,13945,16075,0
"5, 16, 13, 19, 11, 8, 6, 18, 4",15534,1079,14482,16073.5,0
"1, 20, 19, 19, 1, 19, 1, 19, 1",15228,1687,14180,16071.5,0
"13, 7, 13, 7, 13, 7, 13, 7, 20",15630,879,14586,16069.5,0
"3, 12, 3, 12, 3, 12, 12, 12, 31",15271,1591,14233,16066.5,0
"0, 19, 2, 19, 0, 19, 20, 19, 2",15287,1558,14250,16066,0
"20, 20, 20, 20, 16, 1, 1, 1, 1",14968,2194,13933,16065,0
"20, 20, 20, 20, 16, 1, 1, 1, 1",14968,2194,13933,16065,0
"20, 20, 20, 20, 16, 1, 1, 1, 1",14968,2194,13933,16065,0
"1, 2, 12, 12, 24, 12, 12, 24, 1",15126,1876,14093,16064,0
"20, 18, 16, 14, 12, 8, 6, 4, 2",15407,1308,14380,16061,0
"20, 20, 1, 1, 20, 18, 1, 1, 18",15076,1969,14050,16060.5,0
"10, 5, 16, 16, 16, 16, 5, 6, 10",15404,1313,14378,16060.5,0
"24, 5, 20, 2, 5, 2, 20, 2, 20",15307,1502,14286,16058,0
"18, 18, 1, 19, 1, 1, 18, 23, 1",15422,1268,14405,16056,0
"19, 1, 19, 19, 1, 19, 2, 19, 1",15366,1380,14349,16056,0
"3, 18, 4, 18, 10, 18, 5, 18, 6",15628,853,14614,16054.5,0
"1, 21, 21, 21, 22, 11, 1, 1, 1",15022,2062,14011,16053,0
"18, 5, 17, 21, 1, 6, 2, 23, 7",15632,842,14621,16053,0
"1, 19, 19, 19, 1, 19, 1, 20, 1",15214,1674,14207,16051,0
"3, 17, 3, 3, 27, 3, 17, 5, 22",15657,784,14654,16049,0
"4, 11, 19, 3, 11, 19, 3, 11, 19",15005,2087,14003,16048.5,0
"21, 21, 21, 21, 0, 16, 0, 0, 0",15312,1473,14310,16048.5,0
"0, 21, 0, 21, 0, 21, 16, 21, 0",15302,1488,14305,16046,0
"22, 16, 5, 9, 0, 0, 17, 17, 14",15577,933,14585,16043.5,0
"5, 5, 15, 10, 5, 15, 15, 20, 10",15214,1656,14225,16042,0
"1, 8, 15, 15, 25, 15, 15, 5, 1",15242,1597,14256,16040.5,0
"12, 11, 11, 15, 11, 12, 10, 3, 15",14616,2842,13637,16037,0
"23, 21, 3, 3, 18, 4, 3, 22, 3",15641,784,14670,16033,0
"1, 21, 11, 21, 21, 2, 11, 1, 11",14657,2751,13687,16032.5,0
"1, 2, 3, 11, 22, 21, 8, 12, 20",15078,1907,14110,16031.5,0
"15, 17, 26, 11, 12, 13, 3, 2, 1",15065,1933,14097,16031.5,0
"21, 21, 20, 12, 12, 11, 1, 1, 1",14815,2431,13849,16030.5,0
"16, 1, 18, 20, 25, 1, 1, 17, 1",15247,1566,14282,16030,0
"2, 2, 2, 2, 27, 2, 21, 21, 21",15435,1190,14470,16030,0
"19, 19, 19, 19, 1, 1, 1, 1, 20",15243,1574,14278,16030,0
"15, 0, 17, 10, 20, 5, 17, 1, 15",15100,1858,14137,16029,0
"0, 10, 15, 15, 15, 15, 15, 10, 5",15099,1859,14137,16028.5,0
"1, 1, 1, 1, 20, 19, 19, 19, 19",15164,1727,14204,16027.5,0
"1, 1, 1, 1, 20, 19, 19, 19, 19",15164,1727,14204,16027.5,0
"20, 9, 18, 6, 16, 4, 14, 1, 12",15411,1233,14451,16027.5,0
"1, 1, 1, 1, 20, 19, 19, 19, 19",15164,1727,14204,16027.5,0
"1, 1, 1, 1, 20, 19, 19, 19, 19",15164,1727,14204,16027.5,0
"1, 1, 1, 1, 20, 19, 19, 19, 19",15164,1727,14204,16027.5,0
"1, 1, 1, 1, 20, 19, 19, 19, 19",15164,1727,14204,16027.5,0
"2, 7, 17, 3, 11, 19, 5, 13, 23",15424,1206,14465,16027,0
"12, 11, 11, 11, 7, 12, 11, 11, 14",14322,3405,13368,16024.5,0
"1, 6, 11, 6, 12, 16, 11, 16, 21",14897,2254,13944,16024,0
"15, 24, 0, 20, 0, 15, 12, 5, 9",15292,1459,14344,16021.5,0
"12, 21, 2, 26, 7, 2, 17, 11, 2",15219,1605,14271,16021.5,0
"12, 11, 11, 11, 11, 8, 12, 12, 12",14456,3124,13515,16018,0
"18, 1, 18, 1, 24, 1, 18, 1, 18",15370,1292,14433,16016,0
"18, 1, 18, 1, 24, 1, 18, 1, 18",15370,1292,14433,16016,0
"4, 13, 4, 13, 32, 13, 4, 13, 4",15612,806,14677,16015,0
"15, 3, 12, 12, 18, 5, 10, 15, 10",15164,1701,14230,16014.5,0
"1, 3, 5, 4, 10, 21, 21, 15, 20",15266,1496,14333,16014,0
"1, 2, 0, 15, 0, 17, 20, 25, 20",15103,1817,14175,16011.5,0
"10, 15, 12, 13, 10, 12, 13, 5, 10",15098,1826,14171,16011,0
"3, 3, 3, 33, 3, 13, 13, 16, 13",15518,982,14595,16009,0
"21, 11, 16, 6, 5, 11, 3, 6, 21",15178,1659,14258,16007.5,0
"9, 12, 9, 12, 10, 12, 12, 12, 12",15099,1817,14179,16007.5,0
"5, 5, 6, 6, 24, 15, 6, 18, 15",15638,736,14721,16006,0
"0, 20, 0, 21, 0, 21, 1, 18, 19",15222,1567,14306,16005.5,0
"17, 19, 11, 17, 19, 11, 2, 2, 2",14995,2019,14081,16004.5,0
"19, 13, 1, 19, 1, 1, 19, 2, 25",15391,1227,14477,16004.5,0
"13, 13, 8, 8, 7, 13, 6, 12, 20",15485,1038,14572,16004,0
"6, 20, 12, 12, 6, 12, 10, 12, 10",15060,1885,14150,16002.5,0
"5, 5, 20, 5, 7, 18, 20, 20, 0",15295,1415,14385,16002.5,0
"5, 20, 0, 0, 15, 23, 23, 0, 14",15364,1277,14454,16002.5,0
"19, 19, 19, 19, 2, 19, 1, 1, 1",15282,1438,14375,16001,0
"0, 16, 23, 15, 1, 17, 1, 25, 2",15317,1366,14412,16000,0
"1, 1, 19, 1, 19, 1, 20, 19, 19",15181,1637,14277,15999.5,0
"21, 21, 21, 0, 12, 21, 0, 4, 0",15254,1490,14351,15999,0
"0, 5, 10, 12, 17, 11, 15, 17, 13",15046,1900,14149,15996,0
"19, 19, 18, 19, 19, 2, 1, 1, 2",15327,1331,14437,15992.5,0
"20, 20, 20, 20, 10, 2, 2, 2, 4",15051,1880,14164,15991,0
"1, 19, 19, 15, 1, 15, 10, 1, 19",15124,1731,14240,15989.5,0
"1, 21, 2, 21, 11, 21, 1, 21, 1",15045,1887,14163,15988.5,0
"22, 12, 0, 0, 0, 18, 21, 9, 18",15415,1143,14537,15986.5,0
"19, 20, 19, 19, 1, 19, 1, 1, 1",15175,1621,14299,15985.5,0
"15, 4, 12, 10, 13, 6, 10, 15, 15",15220,1530,14345,15985,0
"11, 15, 6, 23, 11, 4, 17, 2, 11",15019,1926,14150,15982,0
"2, 23, 2, 23, 2, 22, 2, 23, 1",15378,1200,14517,15978,0
"5, 15, 10, 20, 5, 5, 10, 15, 15",15146,1660,14289,15976,0
"12, 7, 11, 12, 10, 14, 13, 9, 12",15037,1878,14180,15976,0
"10, 20, 20, 20, 5, 1, 3, 20, 1",14964,2023,14108,15975.5,0
"15, 5, 15, 5, 10, 5, 20, 5, 20",15151,1643,14301,15972.5,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"5, 2, 18, 15, 20, 5, 27, 3, 5",15285,1374,14436,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"1, 1, 1, 19, 20, 19, 19, 1, 19",15060,1824,14211,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"15, 20, 15, 15, 0, 10, 0, 15, 10",14987,1970,14138,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"18, 20, 0, 17, 0, 18, 0, 17, 10",15256,1432,14407,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"19, 1, 19, 1, 20, 1, 19, 1, 19",15120,1704,14271,15972,0
"1, 19, 1, 19, 20, 1, 19, 19, 1",15054,1833,14208,15970.5,0
"1, 19, 1, 19, 20, 1, 19, 19, 1",15054,1833,14208,15970.5,0
"2, 19, 1, 19, 19, 19, 1, 19, 1",15251,1438,14406,15970,0
"5, 2, 9, 20, 20, 20, 2, 20, 2",15004,1929,14162,15968.5,0
"11, 6, 11, 7, 16, 16, 16, 6, 11",14954,2027,14114,15967.5,0
"1, 19, 1, 2, 19, 1, 19, 19, 19",15309,1315,14471,15966.5,0
"1, 1, 1, 1, 19, 19, 19, 19, 20",15154,1623,14318,15965.5,0
"1, 1, 1, 1, 19, 19, 19, 19, 20",15154,1623,14318,15965.5,0
"1, 1, 1, 2, 19, 19, 19, 19, 19",15294,1342,14459,15965,0
"1, 1, 1, 2, 19, 19, 19, 19, 19",15294,1342,14459,15965,0
"1, 1, 1, 2, 19, 19, 19, 19, 19",15294,1342,14459,15965,0
"1, 2, 19, 19, 19, 19, 19, 1, 1",15163,1602,14330,15964,0
"20, 5, 5, 5, 20, 5, 5, 15, 20",15126,1675,14294,15963.5,0
"20, 20, 20, 18, 18, 1, 1, 1, 1",14977,1972,14146,15963,0
"9, 10, 11, 12, 13, 14, 15, 16, 0",15030,1864,14201,15962,0
"1, 1, 1, 19, 19, 19, 19, 2, 19",15253,1416,14426,15961,0
"19, 1, 19, 1, 19, 1, 19, 2, 19",15313,1296,14486,15961,0
"1, 24, 23, 22, 2, 1, 3, 22, 2",15340,1233,14522,15956.5,0
"1, 1, 19, 19, 19, 19, 19, 2, 1",15180,1553,14362,15956.5,0
"15, 13, 12, 11, 9, 12, 12, 8, 8",15105,1703,14287,15956.5,0
"1, 1, 2, 19, 19, 1, 19, 19, 19",15248,1413,14434,15954.5,0
"1, 19, 1, 19, 19, 19, 1, 19, 2",15220,1460,14415,15950,0
"1, 19, 1, 19, 19, 19, 1, 19, 2",15220,1460,14415,15950,0
"5, 10, 20, 15, 15, 5, 5, 10, 15",15092,1712,14291,15948,0
"16, 11, 11, 11, 2, 11, 11, 11, 16",14114,3666,13315,15947,0
"20, 20, 3, 2, 5, 15, 5, 10, 20",15105,1683,14307,15946.5,0
"13, 8, 15, 12, 9, 10, 13, 13, 7",15350,1193,14552,15946.5,0
"0, 15, 15, 0, 9, 15, 20, 16, 10",15096,1700,14299,15946,0
"0, 22, 23, 21, 13, 0, 0, 14, 7",15390,1109,14596,15944.5,0
"20, 3, 20, 20, 5, 20, 0, 10, 2",14956,1974,14165,15943,0
"5, 4, 10, 4, 6, 16, 25, 14, 16",15486,913,14696,15942.5,0
"2, 2, 2, 4, 20, 20, 10, 20, 20",14863,2157,14075,15941.5,0
"19, 1, 1, 1, 20, 19, 19, 19, 1",15090,1697,14308,15938.5,0
"13, 15, 16, 10, 17, 23, 5, 0, 1",15204,1466,14425,15937,0
"0, 20, 20, 5, 5, 5, 20, 5, 20",15028,1817,14250,15936.5,0
"11, 2, 11, 21, 1, 11, 11, 21, 11",14301,3271,13523,15936.5,0
"20, 20, 0, 0, 20, 20, 18, 0, 2",14864,2143,14088,15935.5,0
"11, 20, 5, 20, 1, 25, 2, 15, 1",14949,1971,14175,15934.5,0
"0, 1, 19, 1, 21, 19, 1, 19, 19",15216,1434,14445,15933,0
"11, 9, 15, 8, 14, 6, 17, 16, 4",15336,1193,14566,15932.5,0
"15, 5, 15, 10, 5, 20, 10, 15, 5",15083,1697,14315,15931.5,0
"1, 1, 19, 1, 19, 19, 19, 20, 1",15081,1700,14314,15931,0
"4, 26, 2, 26, 13, 2, 13, 13, 1",15388,1080,14627,15928,0
"3, 11, 17, 7, 11, 18, 11, 2, 20",14781,2294,14020,15928,0
"19, 1, 19, 1, 19, 2, 19, 1, 19",15276,1303,14516,15927.5,0
